Key,Value,Original
247677802,Кафедральный Собор Геруласуллы,The Cathedral of Gerulasulla
247767636,Башня С'ерк'керн,The Tower of C'erk'kern
247794866,Серилли-Хасси,Cerilli-Hassi
247803676,Плантация Тлерд'керн,The Tlerd'kern Plantation
247817421,Холл Хургир,Khurgir Hall
247842663,Кладбище Хердке,The Kherdke Graveyard
247848301,Исфопао,Isfopao
247933417,"Хостел ""Крыса и Скорпион""",The Rat and Scorpion Hostel
248530265,Амбар Хокхарт,Hawkhart Grange
248532877,"Паб ""Красный Ёж""",The Red Hedgehog Pub
248557025,Святилище Маи,Shrine of Mai
248559719,Уорбери,Warbury
248589858,Логово Морертора,The Lair of Morertor
248596070,Курган Владивора,The Barrow of Vladivor
248618891,Чарворт,Charworth
248629732,Дворец Коппервинг,Copperwing Palace
248630973,Усадьба Вудстон,The Woodston Farmstead
248654985,Особняк Копперинг,Coppering Manor
248673627,Найтсшир,Knightsshire
248726383,Честервейл,Chestervale
248816223,Старое Жилище Мове,The Old Move Place
248843466,"Корчма ""Белый Варвар""",The White Barbarian Inn
248852261,Горящий Провидец Зенитара,Burning Seer of Zenithar
248866041,Загорана,Zagorana
248891243,"Паб ""Танцующий Скорпион""",The Dancing Scorpion Pub
248896886,Особняк Маурп,Maurp Manor
248982810,Нежный Искупитель Стендарра,Gentle Redeemer of Stendarr
249578844,Ламвич,Lamwich
249581467,Усадьба Мурсли,The Moorsly Farmstead
249605619,Кроссворт,Crossworth
249608297,Исттон,Eastton
249639298,Особняк Кингхаус,Kinghouse Manor
249644671,Особняк Кингсмит,Kingsmith Manor
249667477,Галлогейт,Gallogate
249678316,Замок Грининг,Castle Greening
249679560,Кровоточащее Возрождение Стендарра,Bleeding Rebirth of Stendarr
249703566,Особняк Копперфильд,Copperfield Manor
249722206,Честервич,Chesterwich
249774991,Радостная Звезда Акатоша,Joyous Star of Akatosh
249864810,Особняк Форг'керн,Fhorg'kern Manor
249893005,"Таверна ""Грязная Собака""",The Dirty Dog Tavern
249900852,Руины Плантации В'арк,Ruins of The V'arc Plantation
249915585,Бербисси-Тар,Berbissi-Thar
249939839,Руины Холла Т'эльпун,Ruins of T'elpun Hall
249945498,Исфижер,Isfijer
250031467,Лачуга Старый Глул'керн,The Old Glull'kern Hovel
250627441,Лампасс,Lampath
250630058,Хорвуд,Horwood
250654224,Дворец Гаерфилд,Gaerfield Palace
250656890,"Паб ""Золотой Барсук""",The Gold Badger Pub
250687876,Холл Гринфорд,Greenford Hall
250693252,Дворец Гринстон,Greenston Palace
250716061,Старая Лачуга Хокслей,The Old Hawksley Hovel
250726896,Бесконечное Дерево Зенитара,Infinite Tree of Zenithar
250728157,Дворец Бакингкрофт,Buckingcroft Palace
250752144,"Таверна ""Летающий Гоблин""",The Flying Goblin Inn
250770796,"Таверна ""Лиса и Варвар""",The Fox and Barbarian Tavern
250823579,Бесконечный Провидец Акатоша,Infinite Seer of Akatosh
250913395,Святилище Эфена,Shrine of Ephen
250941592,"Таверна ""Черный Ёж""",The Black Hedgehog Tavern
250949441,Сироара,Syroara
250964179,Особняк Шиврн,Shivrn Manor
250988472,Жилище Старого Крурдка,Old Krurdka's Place
250994076,Холл Сиуур,Cyirur Hall
251080048,Холл Каорпт,Caorpt Hall
251676029,Блэклеч,Blacklech
251678636,Амбар Коппертон,Copperton Grange
251702809,Руины Замка Букингхаус,Ruins of Castle Buckinghouse
251706379,Усадьба Эшинг,The Ashing Farmstead
251736457,Собор Мермонт,Mermont Minster
251741830,Алдингли,Aldingleigh
251765596,Апинг,Uping
251776427,Приходской Дом Маелитерена,The Maelitherena Manse
251777745,Погост Мастерфилд,The Masterfield Graveyard
251800743,"Паб ""Белый Джинн""",The White Djinn Pub
251819375,Старая Лачуга Букингфилд,The Old Buckingfield Shack
251872169,"Паб ""Крот и Подземелье""",The Mole and Dungeon Pub
251961973,Святилище Маи,Shrine of Mai
251990184,Пжига,Pjiga
251998019,Руины Холда Д'урда,Ruins of D'urd's Hold
252012826,Усадьба М'ирхт,The M'ircht Farmstead
252037912,Загуо,Zaguo
252042656,Холл Т'ирдар,T'irdar Hall
252128714,Цетисиара,Tsetissiara
252724611,Замок Муртон,Castle Moorton
252727216,Гримварк,Grimwark
252751391,Замок Даркхаус,Castle Darkehaus
252754972,Галлотри,Gallotry
252785036,Особняк Гаерсмит,Gaersmith Manor
252790418,Усадьба Вудслей,The Woodsley Farmstead
252814179,Тюрьма Агристэйра,The Gaol of Agristair
252825028,Усадьба Вудсмит,The Woodsmith Farmstead
252828289,Особняк Вудстон,Woodston Manor
252850153,Плантация Кингстон,The Kingston Plantation
252867956,Крипта Гаромауса,The Crypt of Garomaus
252920749,Пенлеч,Penlech
253010576,Каменоломня Раафил,The Raafyl Quarry
253038778,Двор Тухум,Tuchum Court
253046612,"Сторожка ""Счастливый Карьер""",The Lucky Pit Lodge
253062293,"Сторожка ""Свинья и Ондатра""",The Pig and Muskrat Lodge
253086525,"Корчма ""Танцующий Замок""",The Dancing Castle Inn
253091257,Бесконечная Душа Аркея,Infinite Soul of Arkay
253178103,Святилище К'Олвен,Shrine of Q'Olwen
253773216,"Паб ""Счастливый Скорпион""",The Lucky Scorpion Pub
253775801,Руины Холда Йеомфилда,Ruins of Yeomfield's Hold
253800882,Сингмаркет,Singmarket
253803564,Кладбище Букингвинг,The Buckingwing Graveyard
253833621,Холд Йеомарт,The Hold of Yeomhart
253839007,Священный Свет Зенитара,Sacred Light of Zenithar
253862762,Холбет,Holbeth
253873626,Лаборатория Бедане,Bedane Laboratory
253876881,Старая Лачуга Копперхарт,The Old Copperhart Hovel
253898735,Усадьба Гринфилд,The Greenfield Farmstead
253916539,Ньюхэм,Newham
253969327,Чарентри,Charentry
254059159,Вечный Провидец Джулианоса,Eternal Seer of Julianos
254087377,Гисинла,Gysinla
254095200,Особняк Блефил,Blefyl Manor
254110899,Сераскуби,Cerascubi
254135105,"Хостел ""Несчастный Замок""",The Unfortunate Castle Hostel
254140714,Лаборатория Фхулла,The Laboratory of Fhull
254227629,Гнездо Ягертора,Yagertor's Nest
254821828,Руины Башни Мастерхарт,Ruins of Tower Masterhart
254824386,Фруктовый Сад Гаерфилд,Gaerfield Orchard
254849465,"Таверна ""Бобр и Собака""",The Beaver and Dog Tavern
254852154,Поющая Реликвия Мары,Singing Relic of Mara
254882212,Амбар Мастервинг,Masterwing Grange
254887585,Плантация Йеоминг,The Yeoming Plantation
254911355,Гробницы Гринфорд,The Tombs of Greenford
254923113,Хижина Гаеркрофт,The Gaercroft Cabin
254926425,Страшный Пророк Стендарра,Fearful Prophet of Stendarr
254947321,Святилище Банди,Shrine of Bandi
254965120,Холл Гирхауз,Gaerhouse Hall
255017905,Цитадель Гринкрофт,The Stronghold of Greencroft
255108637,Старая Лачуга Ф'ирган,The Old F'irgan Hovel
255137914,Лаборатория Рхугхте,The Laboratory of Rhughte
255143786,"Сторожка ""Танцующий Скорпион""",The Dancing Scorpion Lodge
255159527,Усадьба С'эч,The C'ech Farmstead
255183685,Месаджер,Mesajer
255189297,Бубибурег,Bubibureg
255276232,Хиллия,Hillia
255870429,Туннель Дунор,The Dunore Tunnel
255872964,Святилище Банди,Shrine of Bandi
255898048,Монастырь Баалиблон,The Convent of Baaliblon
255900744,"Паб ""Крот и Ёж""",The Mole and Hedgehog Pub
255930799,Сингли,Singley
255936163,Усадьба Йеомстон,The Yeomston Farmstead
255960897,Особняк Мастерфилд,Masterfield Manor
255971696,Святилище Джоуд,Jode Shrine
255975021,"Корчма ""Летучая Мышь и Барсук""",The Bat and Badger Inn
255995899,Безмолвный Алтарь Мары,Silent Altar of Mara
256013702,Двор Мастерфорд,Masterford Court
256066484,Хижина Вудвинг,The Woodwing Cabin
256157219,Цетаста-Тар,Tsetasta-Thar
256186496,Антелеттуйса,Antelettuisa
256192394,Цитадель Слакт,The Citadel of Slact
256209047,Особняк Верн'керн,Vern'kern Manor
256232310,Лачуга Старого Тлиж-е,Old Tlij-e's Shack
256237886,"Паб ""Мышь и Замок""",The Mouse and Castle Pub
256324812,Ректорий Балулитер,The Balulither Rectory
256919034,Старая Лачуга Кингкрофт,The Old Kingcroft Shack
256921546,Горящий Мученик Мары,Burning Martyr of Mara
256946637,Усадьба Копперфильд,The Copperfield Farmstead
256949323,"Сторожка ""Лжец и Егерь""",The Knave and Huntsman Lodge
256979382,Кабал Эвелирры,The Cabal of Evelyrrya
256984744,Руины Холла Викинг,Ruins of Wicking Hall
257009479,Замок Вудсли,Castle Woodsly
257020282,Особняк Мастерстон,Masterston Manor
257023603,Гримбет,Grimbeth
257044480,Усадьба Вудхаус,The Woodhouse Farmstead
257062280,Деревня Бейлворт,Baelworth Hamlet
257115065,Трисеррат,Tricerrath
257205808,Приходской Дом Маронах,The Maronah Manse
257235085,Яглот,Yagloth
257240992,Вечная Душа Зенитара,Eternal Soul of Zenithar
257257625,Гнездо Яготвор,The Yagotvor Nest
257280915,"Паб ""Багровый Гоблин""",The Crimson Goblin Pub
257286491,"Таверна ""Ёж Короля""",The King's Hedgehog Tavern
257373454,Святилище Джоун,Shrine of Jone
257967619,Старая Лачуга Викхаус,The Old Wickhouse Shack
257970135,Двор Йеомкрофт,Yeomcroft Court
257995233,Сингидж Дерри,Singidge Derry
257997901,Кромтейл,Cromtale
258027974,Усадьба Хартхарт,The Hearthhart Farmstead
258033338,Холл Аштон,Ashton Hall
258058071,Кирквик,Kirkwick
258068866,Традиция Исин,The Ysyn Tradition
258073192,Усадьба Гаерслей,The Gaersley Farmstead
258093066,Лачуга Старой Элисы,Old Elyssa's Hovel
258110861,Руины Холда Эшфорда,Ruins of Ashford's Hold
258163649,Крепость Вудслей,The Fortress of Woodsley
258254392,"Таверна ""Ржавый Олень""",The Rusty Stag Inn
258284638,Элеттубу,Elettubu
258289574,Сеть Азрауса,Azraus's Web
258306215,"Сторожка ""Косуля Дьявола""",The Devil's Fawn Lodge
258329527,Усадьба Влоллара,The Vlollar Farmstead
258335089,Зенано,Zenano
258423937,Кровоточащая Душа Стендарра,Bleeding Soul of Stendarr
259016219,Усадьба Хоуквинг,The Hawkwing Farmstead
259019547,Плантация Хоуксмит,The Hawksmith Plantation
259043815,Башня Копперсмит,The Tower of Coppersmith
259046512,Старая Хибара Копперслей,The Old Coppersley Hovel
